epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,1531.76,1.29818,1.05319,1.48364,0.81034,0.73472,0.82513,0.46176,1.43817,0.82844,1.63,0.00116374,0.00116374,0.00116374
17,1628.04,1.29654,1.05085,1.48653,0.80525,0.73395,0.8001,0.45958,1.42823,0.82476,1.59875,0.00114606,0.00114606,0.00114606
18,1724.54,1.28812,1.04086,1.48603,0.84264,0.73516,0.82115,0.47068,1.41351,0.81566,1.59114,0.00112837,0.00112837,0.00112837
19,1820.35,1.29759,1.04053,1.48327,0.81721,0.74004,0.81525,0.48252,1.41452,0.81179,1.58277,0.00111069,0.00111069,0.00111069
20,1917.39,1.28627,1.0305,1.46818,0.82413,0.74822,0.83367,0.48565,1.4091,0.80892,1.57712,0.00109301,0.00109301,0.00109301
21,2012.21,1.26944,1.00833,1.46926,0.79556,0.75941,0.81937,0.46986,1.39557,0.83333,1.56473,0.00107532,0.00107532,0.00107532
22,2108.19,1.26623,1.00525,1.46521,0.792,0.77736,0.82831,0.48665,1.38307,0.78705,1.57334,0.00105764,0.00105764,0.00105764
23,2203.47,1.26902,1.00824,1.46275,0.83186,0.77549,0.83442,0.49287,1.38726,0.80336,1.56744,0.00103995,0.00103995,0.00103995
24,2300.11,1.2589,0.99774,1.45558,0.85612,0.75694,0.83766,0.48902,1.41378,0.80469,1.59717,0.00102227,0.00102227,0.00102227
25,2396.8,1.25021,0.97247,1.45191,0.80931,0.78497,0.83375,0.50157,1.37734,0.77905,1.56889,0.00100459,0.00100459,0.00100459
26,2492.71,1.25443,0.98157,1.45631,0.7953,0.79561,0.83361,0.50591,1.35489,0.77026,1.5326,0.000986903,0.000986903,0.000986903
27,2588.59,1.23449,0.97141,1.43179,0.8442,0.74408,0.83043,0.5014,1.38017,0.78392,1.55481,0.000969219,0.000969219,0.000969219
28,2684.72,1.24083,0.96193,1.42755,0.83629,0.78219,0.85161,0.51745,1.35214,0.75754,1.52701,0.000951535,0.000951535,0.000951535
29,2781.27,1.22556,0.96622,1.42562,0.81458,0.78254,0.83035,0.50503,1.35736,0.78282,1.53078,0.000933851,0.000933851,0.000933851
30,2877.26,1.22018,0.93257,1.42736,0.81343,0.77885,0.82981,0.50128,1.38126,0.77611,1.5749,0.000916168,0.000916168,0.000916168
31,2973.58,1.19964,0.91831,1.40442,0.85273,0.76591,0.85649,0.51106,1.35516,0.75356,1.5304,0.000898484,0.000898484,0.000898484
32,3068.94,1.20485,0.91912,1.40434,0.85507,0.76769,0.84715,0.51642,1.34872,0.74166,1.53796,0.0008808,0.0008808,0.0008808
33,3166.25,1.19547,0.91461,1.39886,0.86362,0.77772,0.85132,0.51923,1.34406,0.73897,1.52971,0.000863116,0.000863116,0.000863116
34,3262.63,1.18052,0.91327,1.39595,0.87436,0.77524,0.8545,0.52344,1.34573,0.74559,1.53357,0.000845432,0.000845432,0.000845432
35,3358.02,1.17545,0.9046,1.39498,0.81993,0.7877,0.85649,0.52012,1.34133,0.74898,1.52065,0.000827748,0.000827748,0.000827748
36,3453.85,1.18693,0.91214,1.3972,0.81609,0.78567,0.85696,0.52616,1.32156,0.72978,1.5068,0.000810064,0.000810064,0.000810064
37,3549.62,1.17694,0.90496,1.39377,0.87639,0.75157,0.84817,0.52211,1.3298,0.7367,1.52073,0.00079238,0.00079238,0.00079238
38,3646.12,1.18111,0.89142,1.39264,0.84195,0.77092,0.85297,0.52478,1.32452,0.74309,1.52125,0.000774697,0.000774697,0.000774697
39,3742.24,1.17345,0.88387,1.38482,0.83884,0.79882,0.85625,0.5186,1.32244,0.72305,1.51884,0.000757013,0.000757013,0.000757013
40,3838.26,1.16563,0.8995,1.38285,0.83415,0.8045,0.85744,0.52258,1.31699,0.72304,1.52055,0.000739329,0.000739329,0.000739329
41,3934.71,1.15555,0.87519,1.37666,0.84559,0.79962,0.8573,0.53181,1.31471,0.72025,1.50817,0.000721645,0.000721645,0.000721645
42,4032.98,1.14814,0.87028,1.36621,0.83373,0.80923,0.8725,0.53436,1.31651,0.70744,1.50844,0.000703961,0.000703961,0.000703961
43,4130.09,1.14882,0.85575,1.3686,0.83773,0.79427,0.85656,0.53214,1.3196,0.7093,1.50796,0.000686277,0.000686277,0.000686277
44,4226.56,1.1425,0.84536,1.36518,0.85083,0.7922,0.86266,0.52601,1.32517,0.71012,1.52767,0.000668593,0.000668593,0.000668593
45,4322.88,1.13579,0.84059,1.35445,0.83869,0.77724,0.86161,0.53565,1.31854,0.70828,1.51086,0.000650909,0.000650909,0.000650909
46,4418.61,1.13824,0.84915,1.35296,0.88178,0.78092,0.87075,0.53232,1.32924,0.71687,1.51787,0.000633226,0.000633226,0.000633226
47,4515.09,1.12459,0.83149,1.35093,0.84351,0.80625,0.86515,0.54592,1.30003,0.70185,1.50346,0.000615542,0.000615542,0.000615542
48,4611.52,1.1186,0.83032,1.34651,0.83055,0.81044,0.86044,0.5386,1.28739,0.70293,1.49905,0.000597858,0.000597858,0.000597858
49,4707.64,1.11931,0.82005,1.34127,0.85307,0.80257,0.86784,0.54996,1.29468,0.68533,1.50684,0.000580174,0.000580174,0.000580174
50,4803.72,1.11539,0.832,1.34084,0.85052,0.82334,0.86636,0.54875,1.28951,0.6756,1.50003,0.00056249,0.00056249,0.00056249
51,4900.01,1.10749,0.81927,1.33287,0.88403,0.77893,0.87094,0.55142,1.28842,0.68014,1.49293,0.000544806,0.000544806,0.000544806
52,4996.23,1.09756,0.8077,1.33077,0.84722,0.79628,0.87306,0.54833,1.28313,0.68474,1.49657,0.000527122,0.000527122,0.000527122
53,5092.78,1.0935,0.8029,1.32491,0.87359,0.7933,0.86535,0.54714,1.27788,0.6818,1.47827,0.000509438,0.000509438,0.000509438
54,5188.93,1.09036,0.80321,1.32383,0.87074,0.78905,0.86708,0.54689,1.28223,0.67205,1.49126,0.000491755,0.000491755,0.000491755
55,5285.09,1.085,0.80925,1.31633,0.85425,0.80524,0.87486,0.54991,1.28057,0.66476,1.49144,0.000474071,0.000474071,0.000474071
56,5381.84,1.07154,0.77667,1.31112,0.84493,0.83125,0.87469,0.55702,1.26747,0.65283,1.47458,0.000456387,0.000456387,0.000456387
57,5478.13,1.08198,0.77997,1.31293,0.84077,0.83025,0.87143,0.55363,1.27573,0.65638,1.48657,0.000438703,0.000438703,0.000438703
58,5575.65,1.08514,0.77055,1.30756,0.85944,0.81353,0.87153,0.55965,1.26735,0.65839,1.47292,0.000421019,0.000421019,0.000421019
59,5673.37,1.05262,0.77093,1.29261,0.85036,0.81629,0.87362,0.56465,1.26258,0.65143,1.4671,0.000403335,0.000403335,0.000403335
60,5769.88,1.03783,0.74725,1.28203,0.85375,0.82474,0.87543,0.56448,1.25813,0.64804,1.46225,0.000385651,0.000385651,0.000385651
61,5867.13,1.04486,0.76065,1.28986,0.83645,0.82999,0.87008,0.56094,1.25776,0.64199,1.47387,0.000367967,0.000367967,0.000367967
62,5963.65,1.03872,0.74622,1.28522,0.84457,0.8414,0.878,0.56023,1.26018,0.64275,1.47264,0.000350284,0.000350284,0.000350284
63,6059.74,1.03835,0.73734,1.2811,0.8542,0.83087,0.87696,0.56639,1.25842,0.64313,1.46749,0.0003326,0.0003326,0.0003326
64,6156.03,1.03331,0.73975,1.28072,0.83965,0.82451,0.8754,0.56074,1.25626,0.64182,1.45863,0.000314916,0.000314916,0.000314916
65,6252.63,1.0211,0.72599,1.27032,0.85049,0.82875,0.87927,0.5664,1.24931,0.64189,1.46788,0.000297232,0.000297232,0.000297232
66,6349.25,1.02371,0.72802,1.2754,0.85467,0.81953,0.87722,0.57115,1.24898,0.6433,1.4586,0.000279548,0.000279548,0.000279548
67,6445.69,1.01385,0.72039,1.26926,0.83789,0.82849,0.87902,0.5668,1.24754,0.64349,1.46042,0.000261864,0.000261864,0.000261864
68,6542.28,1.01427,0.71633,1.26587,0.85702,0.82275,0.88175,0.57522,1.24448,0.64287,1.46134,0.00024418,0.00024418,0.00024418
69,6639.33,1.01015,0.73079,1.26785,0.8648,0.81749,0.88086,0.5725,1.23864,0.63936,1.45508,0.000226497,0.000226497,0.000226497
70,6737.04,1.00472,0.70978,1.26183,0.8642,0.81749,0.8888,0.57703,1.23775,0.63755,1.46076,0.000208813,0.000208813,0.000208813
