epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,2703.26,1.00171,0.70402,1.24595,0.86854,0.81609,0.88842,0.56135,1.27164,0.64065,1.48533,0.000863116,0.000863116,0.000863116
26,2814.4,0.99646,0.699,1.23503,0.85291,0.80256,0.87725,0.54929,1.27493,0.6562,1.47488,0.000839537,0.000839537,0.000839537
27,2925.9,0.98638,0.7092,1.23767,0.86531,0.79702,0.88259,0.55161,1.27599,0.65228,1.50335,0.000815959,0.000815959,0.000815959
28,3033.99,0.98045,0.70134,1.22927,0.86215,0.78106,0.87617,0.55002,1.27724,0.65017,1.46914,0.00079238,0.00079238,0.00079238
29,3144.5,0.97808,0.69826,1.22441,0.82869,0.82006,0.87717,0.55487,1.26585,0.64996,1.47225,0.000768802,0.000768802,0.000768802
30,3259.03,0.98514,0.69231,1.22492,0.88744,0.77424,0.87481,0.55516,1.26382,0.64412,1.48969,0.000745223,0.000745223,0.000745223
31,3369,0.97753,0.67721,1.22339,0.88271,0.77309,0.87541,0.56161,1.25545,0.63925,1.4707,0.000721645,0.000721645,0.000721645
32,3476.74,0.97721,0.68527,1.23185,0.87647,0.81529,0.89009,0.56554,1.2587,0.63428,1.47985,0.000698066,0.000698066,0.000698066
33,3587.41,0.96964,0.67276,1.21822,0.8766,0.77835,0.87451,0.55274,1.24831,0.64059,1.46472,0.000674488,0.000674488,0.000674488
34,3695.76,0.95973,0.67713,1.21611,0.83976,0.82531,0.88128,0.56866,1.24227,0.6367,1.47164,0.000650909,0.000650909,0.000650909
35,3806.11,0.95042,0.67646,1.21135,0.86298,0.81113,0.88283,0.57435,1.2385,0.64399,1.47321,0.000627331,0.000627331,0.000627331
36,3918.53,0.94695,0.66645,1.2077,0.87093,0.79519,0.88759,0.57512,1.24007,0.64794,1.45001,0.000603752,0.000603752,0.000603752
37,4027.62,0.93977,0.6704,1.21186,0.86017,0.80544,0.88569,0.56791,1.23892,0.63022,1.47173,0.000580174,0.000580174,0.000580174
38,4138.21,0.94676,0.66138,1.21234,0.87915,0.79896,0.88725,0.56529,1.24824,0.6352,1.47459,0.000556595,0.000556595,0.000556595
39,4249.12,0.94073,0.64847,1.20835,0.86198,0.80335,0.87964,0.56907,1.2334,0.62447,1.4636,0.000533017,0.000533017,0.000533017
40,4358.14,0.94312,0.65132,1.20349,0.82003,0.83963,0.88874,0.57371,1.22481,0.62211,1.45684,0.000509438,0.000509438,0.000509438
41,4469.02,0.96574,0.67068,1.22061,0.83709,0.82566,0.88774,0.57316,1.23053,0.61632,1.45622,0.00048586,0.00048586,0.00048586
42,4577.47,0.94622,0.6604,1.20663,0.834,0.83502,0.88831,0.5767,1.22669,0.6182,1.46014,0.000462281,0.000462281,0.000462281
43,4687.48,0.94226,0.66635,1.20857,0.86999,0.80192,0.88509,0.57252,1.22589,0.62387,1.4642,0.000438703,0.000438703,0.000438703
44,4795.82,0.94079,0.65651,1.2044,0.8624,0.81058,0.89072,0.57837,1.21741,0.61759,1.44586,0.000415124,0.000415124,0.000415124
45,4903.04,0.93633,0.65675,1.20013,0.84369,0.84126,0.90084,0.59082,1.20861,0.61985,1.45166,0.000391546,0.000391546,0.000391546
46,5010.61,0.93287,0.65926,1.20518,0.85169,0.82857,0.89782,0.58097,1.21633,0.61598,1.45851,0.000367967,0.000367967,0.000367967
47,5119.76,0.92475,0.63744,1.19052,0.85068,0.83506,0.89158,0.57721,1.21885,0.61991,1.45491,0.000344389,0.000344389,0.000344389
48,5230.52,0.91993,0.64451,1.1892,0.86295,0.81547,0.88892,0.5766,1.20546,0.61402,1.44702,0.00032081,0.00032081,0.00032081
49,5339.97,0.9147,0.63597,1.18103,0.85863,0.81561,0.88854,0.57613,1.20481,0.61413,1.44411,0.000297232,0.000297232,0.000297232
50,5448.77,0.9191,0.63014,1.18426,0.85537,0.82085,0.89153,0.58021,1.20551,0.60622,1.44355,0.000273654,0.000273654,0.000273654
51,5576.97,0.879,0.505,1.16737,0.8619,0.81461,0.88868,0.58274,1.20138,0.60717,1.44307,0.000250075,0.000250075,0.000250075
52,5686.36,0.87332,0.49513,1.1622,0.84774,0.82915,0.88602,0.57976,1.20113,0.60817,1.44207,0.000226497,0.000226497,0.000226497
53,5794.46,0.85063,0.48643,1.14793,0.88169,0.80293,0.88733,0.58669,1.18976,0.61159,1.43512,0.000202918,0.000202918,0.000202918
54,5901.56,0.85595,0.4843,1.14751,0.86799,0.80693,0.88366,0.57853,1.18979,0.60835,1.44033,0.00017934,0.00017934,0.00017934
55,6010.3,0.83737,0.47501,1.14341,0.869,0.80993,0.88824,0.57991,1.18856,0.60921,1.44129,0.000155761,0.000155761,0.000155761
56,6118.96,0.83447,0.47792,1.14658,0.86845,0.81206,0.88643,0.58009,1.19299,0.61168,1.44617,0.000132183,0.000132183,0.000132183
57,6227.71,0.83096,0.47297,1.13328,0.88088,0.80341,0.891,0.58314,1.18943,0.6043,1.44294,0.000108604,0.000108604,0.000108604
58,6337.92,0.82671,0.47276,1.13363,0.87941,0.80326,0.89071,0.5871,1.18829,0.60208,1.44234,8.50255e-05,8.50255e-05,8.50255e-05
59,6447.94,0.80777,0.46166,1.12328,0.83648,0.83197,0.88899,0.58737,1.18883,0.60468,1.44731,6.1447e-05,6.1447e-05,6.1447e-05
60,6554.74,0.81453,0.46881,1.12822,0.86779,0.80401,0.88849,0.58879,1.18903,0.60179,1.44956,3.78685e-05,3.78685e-05,3.78685e-05
