epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
107,19759.8,0.69813,0.52928,1.09142,0.95846,0.92984,0.97967,0.81396,0.67237,0.3713,1.00781,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,19942.9,0.69774,0.52366,1.09122,0.96159,0.92868,0.97961,0.81417,0.67125,0.37064,1.00695,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,20125.3,0.69438,0.52007,1.09138,0.96255,0.9283,0.97935,0.81447,0.66971,0.3697,1.0061,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,20308.5,0.69456,0.52075,1.08987,0.96227,0.9281,0.9793,0.81468,0.66843,0.36915,1.00522,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,20491.7,0.69224,0.51947,1.08868,0.96214,0.92878,0.97925,0.81557,0.66812,0.36858,1.00566,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,20675.8,0.6901,0.51801,1.08821,0.96356,0.92731,0.97904,0.81675,0.66666,0.36779,1.00476,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,20858.8,0.6811,0.51873,1.088,0.96407,0.9276,0.97909,0.81694,0.66553,0.36753,1.00412,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,21042.7,0.69183,0.52182,1.08669,0.96516,0.92773,0.97934,0.81784,0.66421,0.36725,1.00328,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,21226,0.68805,0.51809,1.09032,0.96478,0.92755,0.97918,0.81814,0.66318,0.36698,1.00299,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,21409.6,0.6823,0.51714,1.08582,0.96479,0.92818,0.97911,0.81909,0.66179,0.36685,1.0022,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,21592.9,0.67148,0.5077,1.07722,0.96485,0.92931,0.97931,0.81837,0.66063,0.36654,1.00158,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,21777.2,0.67004,0.50354,1.07399,0.9646,0.92928,0.97926,0.81842,0.65989,0.36638,1.00097,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,21960.3,0.67353,0.50917,1.08206,0.96362,0.93014,0.97933,0.81914,0.65901,0.36589,1.00049,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,22145.5,0.66514,0.50045,1.07313,0.96375,0.93094,0.97931,0.8195,0.6579,0.36537,0.99957,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,22329,0.66788,0.50493,1.0732,0.96511,0.92989,0.97936,0.81968,0.65646,0.36484,0.99841,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,22513.4,0.66579,0.49959,1.07437,0.96625,0.92827,0.97944,0.8202,0.65475,0.36475,0.99703,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,22696.7,0.65989,0.49401,1.06919,0.966,0.92705,0.97963,0.82061,0.65332,0.36485,0.99598,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,22882.8,0.66247,0.4985,1.07284,0.96673,0.92531,0.97981,0.82157,0.65221,0.36432,0.99517,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,23066.2,0.65718,0.48951,1.06815,0.9689,0.92454,0.98053,0.82264,0.65097,0.36433,0.99432,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,23250.3,0.64858,0.48357,1.06681,0.96965,0.92437,0.98054,0.82256,0.64957,0.36371,0.99329,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,23434.1,0.65127,0.48864,1.06541,0.97053,0.92413,0.98056,0.8247,0.64841,0.36312,0.99257,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,23618.5,0.65005,0.48656,1.0647,0.97106,0.92361,0.98055,0.82561,0.64721,0.36239,0.99167,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
