epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
129,31355.9,1.11545,1.11767,1.27926,0.83536,0.84935,0.8629,0.51779,1.31141,0.69086,1.40515,0.000835152,0.000278384,0.000835152,0.000278384,0.000835152,0.000278384,0.000835152,0.000278384
130,31591.1,1.11009,1.10373,1.27377,0.83482,0.84754,0.86305,0.5182,1.31052,0.69047,1.40438,0.000750111,0.000250037,0.000750111,0.000250037,0.000750111,0.000250037,0.000750111,0.000250037
131,31851.1,0.9458,0.88005,1.17195,0.83554,0.84785,0.86329,0.51864,1.30983,0.69033,1.40446,0.000672321,0.000224107,0.000672321,0.000224107,0.000672321,0.000224107,0.000672321,0.000224107
132,32083.8,0.94685,0.87184,1.17121,0.83608,0.84476,0.8632,0.51873,1.30896,0.68973,1.40426,0.00060182,0.000200607,0.00060182,0.000200607,0.00060182,0.000200607,0.00060182,0.000200607
133,32314.2,0.95215,0.87573,1.17267,0.83442,0.85664,0.86366,0.51898,1.30872,0.68961,1.40448,0.000538646,0.000179549,0.000538646,0.000179549,0.000538646,0.000179549,0.000538646,0.000179549
134,32545.7,0.94441,0.86487,1.16767,0.8346,0.85515,0.86472,0.51888,1.30787,0.68963,1.40426,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
135,32778.7,0.94581,0.87274,1.17209,0.83403,0.85428,0.86468,0.51939,1.30732,0.68937,1.40413,0.000434396,0.000144799,0.000434396,0.000144799,0.000434396,0.000144799,0.000434396,0.000144799
136,33010.4,0.94213,0.86416,1.16771,0.83435,0.85387,0.86399,0.51931,1.30686,0.68925,1.40425,0.000393374,0.000131125,0.000393374,0.000131125,0.000393374,0.000131125,0.000393374,0.000131125
137,33243.1,0.93718,0.86586,1.1649,0.83358,0.8588,0.86448,0.5197,1.30628,0.6891,1.40428,0.000359782,0.000119927,0.000359782,0.000119927,0.000359782,0.000119927,0.000359782,0.000119927
138,33473,0.93914,0.86139,1.16908,0.83094,0.85695,0.86421,0.52044,1.30556,0.68918,1.40404,0.000333637,0.000111212,0.000333637,0.000111212,0.000333637,0.000111212,0.000333637,0.000111212
139,33704.3,0.93763,0.85989,1.16294,0.83262,0.85792,0.86447,0.5206,1.30542,0.68873,1.40433,0.000314953,0.000104984,0.000314953,0.000104984,0.000314953,0.000104984,0.000314953,0.000104984
140,33935.3,0.9423,0.86081,1.16966,0.83261,0.85874,0.86442,0.52106,1.30477,0.68843,1.40424,0.000303739,0.000101246,0.000303739,0.000101246,0.000303739,0.000101246,0.000303739,0.000101246
