epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
30,8671.24,1.31376,1.53261,1.57246,0.86831,0.77893,0.87454,0.51351,1.3004,0.84243,1.4829,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
31,8957.88,1.31067,1.51803,1.56503,0.86846,0.78343,0.87512,0.51359,1.29838,0.83904,1.48024,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
32,9245.36,1.29804,1.51257,1.55654,0.86909,0.77639,0.87535,0.515,1.29597,0.8358,1.47788,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
33,9531.72,1.29492,1.50524,1.55227,0.87521,0.77512,0.87636,0.51703,1.29372,0.83242,1.47532,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
34,9820.82,1.28773,1.49353,1.54993,0.87584,0.78929,0.87978,0.51709,1.2923,0.82879,1.47315,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
35,10109.7,1.28196,1.48962,1.54216,0.88132,0.78817,0.88172,0.51962,1.28978,0.82529,1.47011,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
36,10397.7,1.27103,1.47582,1.53537,0.88422,0.79505,0.88319,0.52075,1.28772,0.82215,1.46748,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
37,10684.8,1.26409,1.46503,1.5275,0.88148,0.79378,0.88477,0.52116,1.28535,0.81892,1.46454,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
38,10972.8,1.2626,1.45597,1.52595,0.88732,0.7952,0.88645,0.52252,1.28324,0.81454,1.4619,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
39,11261.6,1.25621,1.45012,1.52056,0.89228,0.79618,0.88755,0.5225,1.28049,0.81061,1.45926,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
40,11549.7,1.24368,1.4418,1.51524,0.89598,0.79421,0.88743,0.52059,1.27738,0.80741,1.45627,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
41,11876.4,1.13022,1.16733,1.44971,0.88965,0.79235,0.89027,0.5248,1.27403,0.80426,1.45272,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
42,12156.5,1.118,1.1522,1.44125,0.88587,0.79171,0.89224,0.52725,1.27101,0.80019,1.44961,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
43,12434.9,1.10741,1.13912,1.43418,0.88162,0.79265,0.89331,0.5299,1.26772,0.79652,1.44642,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
44,12713.5,1.0975,1.13229,1.42811,0.88675,0.79377,0.89514,0.53116,1.26483,0.79241,1.44323,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
45,12992,1.09308,1.12443,1.42248,0.88755,0.79513,0.89656,0.53367,1.26128,0.78904,1.43955,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
46,13270.6,1.09378,1.12338,1.42059,0.89226,0.79466,0.89772,0.53554,1.25857,0.78585,1.4366,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
47,13549.5,1.08477,1.11191,1.41217,0.89827,0.79588,0.8986,0.53634,1.25572,0.7823,1.4336,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
48,13827.7,1.08421,1.11446,1.41659,0.89684,0.79701,0.8995,0.53808,1.2529,0.7786,1.43048,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
49,14106,1.08439,1.11409,1.4142,0.89209,0.8057,0.90035,0.54065,1.24999,0.77547,1.42794,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
50,14385,1.07727,1.10722,1.40894,0.88145,0.81445,0.90099,0.54295,1.24717,0.77268,1.42537,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
