epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,3605.16,1.51619,1.92609,1.79872,0.80117,0.64811,0.74972,0.39291,1.46934,1.18389,1.71291,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773
12,3914.25,1.50599,1.90238,1.79294,0.82964,0.629,0.7609,0.40494,1.4638,1.15,1.69807,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736
13,4221.88,1.49301,1.87473,1.77369,0.81243,0.66609,0.76192,0.40887,1.45136,1.1312,1.68576,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239
14,4529.89,1.49156,1.8572,1.77184,0.82061,0.65787,0.77118,0.4188,1.45123,1.10777,1.68165,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
15,4840.14,1.47785,1.8556,1.76064,0.81224,0.66529,0.77763,0.4184,1.44249,1.10395,1.67381,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
16,5145.9,1.47692,1.84091,1.75784,0.81793,0.66971,0.78441,0.42025,1.43174,1.09636,1.66299,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
17,5454.14,1.47309,1.82321,1.75151,0.83249,0.69126,0.79193,0.42429,1.42787,1.08613,1.65865,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
18,5762.4,1.4688,1.82135,1.74791,0.8439,0.69208,0.79332,0.42772,1.42507,1.07756,1.65589,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
19,6072.74,1.4649,1.8166,1.74619,0.86575,0.68628,0.79985,0.42963,1.41994,1.07138,1.65153,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
20,6380.63,1.46365,1.80152,1.73781,0.86228,0.69172,0.80501,0.43495,1.41786,1.06528,1.64843,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
21,6690.51,1.45568,1.7867,1.73094,0.86101,0.69251,0.80608,0.43468,1.41762,1.05903,1.64684,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
22,7003.64,1.45415,1.79552,1.72957,0.85673,0.69305,0.80836,0.43599,1.41574,1.05532,1.64387,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
23,7322.85,1.44745,1.77008,1.72231,0.86568,0.68946,0.81035,0.43683,1.41465,1.05031,1.64232,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
24,7633.17,1.4483,1.7808,1.72013,0.86981,0.69554,0.81166,0.44002,1.41263,1.04519,1.63927,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305
25,7942.51,1.44025,1.7627,1.71425,0.86768,0.69972,0.81373,0.44401,1.41112,1.04071,1.63739,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
26,8250.91,1.43536,1.75529,1.70477,0.83968,0.71433,0.81614,0.44396,1.4106,1.0367,1.63555,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
27,8562.39,1.43753,1.75426,1.70887,0.8408,0.71959,0.81887,0.44716,1.40854,1.03286,1.63319,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851
28,8870.8,1.4305,1.74632,1.70303,0.8444,0.71456,0.8191,0.45055,1.40757,1.02846,1.63107,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349
29,9178.04,1.42938,1.73396,1.69672,0.84335,0.71767,0.82196,0.44951,1.40631,1.02351,1.62839,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525
30,9483.07,1.42565,1.73057,1.69581,0.84904,0.72522,0.82232,0.45282,1.40478,1.01963,1.62609,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389
31,9793.11,1.42574,1.7205,1.69089,0.83948,0.72215,0.82313,0.45309,1.40355,1.01534,1.62392,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
32,10099.6,1.41683,1.71734,1.68416,0.83729,0.72324,0.82376,0.45427,1.40157,1.01057,1.62123,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231
33,10407.8,1.42053,1.71967,1.68346,0.83784,0.72391,0.82926,0.45564,1.39955,1.00705,1.6184,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234
34,10712.8,1.41574,1.70719,1.68254,0.83537,0.72619,0.83179,0.45864,1.3973,1.0021,1.61486,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976
35,11023.4,1.41565,1.70852,1.67996,0.83772,0.72668,0.83376,0.4601,1.39443,0.99832,1.61151,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468
36,11329.6,1.40424,1.69816,1.67093,0.83406,0.7314,0.83429,0.46139,1.39199,0.99327,1.60808,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725
37,11634.2,1.405,1.686,1.67011,0.84212,0.7345,0.8339,0.46347,1.38976,0.98802,1.60485,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761
38,11941.1,1.40688,1.68505,1.67013,0.84287,0.73444,0.83613,0.46527,1.38763,0.98418,1.60148,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588
39,12249.9,1.40404,1.67635,1.66508,0.8336,0.73756,0.83678,0.46712,1.38518,0.97853,1.59825,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222
40,12552.7,1.39191,1.67236,1.66234,0.84175,0.73337,0.83835,0.46912,1.38247,0.97382,1.59468,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675
41,12855.4,1.39305,1.66927,1.65581,0.84141,0.73781,0.83981,0.47106,1.38002,0.96913,1.59162,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
42,13161.1,1.39063,1.66256,1.65511,0.85043,0.73864,0.84183,0.47231,1.37748,0.96466,1.58809,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101
43,13464.4,1.38551,1.66294,1.65262,0.84492,0.73847,0.8427,0.47281,1.37614,0.96115,1.58544,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
44,13768.2,1.38262,1.64928,1.64669,0.85387,0.73796,0.84369,0.47424,1.37467,0.95714,1.58324,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
45,14073.7,1.38298,1.64868,1.64613,0.87013,0.74184,0.84666,0.47593,1.37245,0.95279,1.57974,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
46,14382.2,1.37881,1.64214,1.64257,0.86811,0.74584,0.84748,0.47788,1.37041,0.94802,1.57698,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
47,14689.1,1.37791,1.63946,1.64121,0.87154,0.75083,0.84871,0.47716,1.368,0.94358,1.57354,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
48,14992.9,1.3704,1.63284,1.63124,0.86996,0.75348,0.8504,0.47977,1.36512,0.93941,1.56954,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
49,15299.4,1.36946,1.61864,1.62859,0.88009,0.74926,0.85168,0.48202,1.36271,0.93495,1.56664,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
50,15604.9,1.36655,1.6267,1.6307,0.86782,0.74932,0.85204,0.48224,1.36087,0.93031,1.56429,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
51,15910.3,1.35994,1.60885,1.62361,0.86807,0.75335,0.8543,0.48368,1.3589,0.92523,1.56148,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,16212.4,1.35911,1.61002,1.61921,0.87263,0.74966,0.85406,0.4852,1.35669,0.92063,1.55869,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
53,16517.5,1.3512,1.60666,1.61912,0.88271,0.74723,0.85531,0.48644,1.35348,0.91629,1.55519,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
54,16820.7,1.35226,1.59733,1.61736,0.88587,0.74593,0.85638,0.48794,1.34896,0.91223,1.55136,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
55,17126.3,1.3443,1.58644,1.60736,0.87194,0.75535,0.85736,0.49371,1.34568,0.9081,1.54763,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
56,17429.2,1.33822,1.5872,1.60614,0.84585,0.77497,0.85976,0.4958,1.3431,0.90408,1.54407,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
57,17733.4,1.34249,1.58753,1.60464,0.8535,0.77636,0.86216,0.49778,1.3405,0.89914,1.54084,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
58,18038.8,1.33396,1.57483,1.59726,0.8638,0.77399,0.86333,0.50042,1.33805,0.89529,1.5375,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
59,18342.4,1.33095,1.56897,1.5961,0.87218,0.77525,0.86366,0.50138,1.3352,0.89139,1.53365,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
60,18644.8,1.32891,1.56142,1.59241,0.86468,0.77625,0.86536,0.50318,1.33314,0.88714,1.53061,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
61,18948.1,1.32478,1.55542,1.5892,0.86024,0.78267,0.86665,0.50703,1.3313,0.88357,1.52779,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
62,19253.7,1.3183,1.55317,1.58386,0.8583,0.78558,0.86711,0.5086,1.32932,0.87927,1.52452,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
63,19559.6,1.31532,1.55076,1.57951,0.862,0.78341,0.86852,0.51044,1.32662,0.8753,1.52127,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
64,19862.2,1.3054,1.53291,1.57229,0.86212,0.78818,0.87043,0.51159,1.32414,0.87204,1.51767,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412
65,20167.4,1.30682,1.52982,1.56995,0.85972,0.7917,0.87109,0.5141,1.32126,0.86805,1.51321,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
66,20470.7,1.30593,1.53215,1.57145,0.85925,0.79284,0.87155,0.51487,1.31925,0.86486,1.5098,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
67,20775.3,1.3,1.52767,1.56635,0.86085,0.79096,0.87194,0.51676,1.31625,0.8615,1.50594,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
68,21078.7,1.29504,1.51851,1.56098,0.86489,0.78043,0.87405,0.51866,1.31403,0.85844,1.50278,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024
69,21379.5,1.29304,1.51081,1.55579,0.86043,0.78671,0.87537,0.51971,1.31191,0.85539,1.4995,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
70,21684.9,1.28647,1.50815,1.55326,0.86464,0.79375,0.87721,0.52173,1.30962,0.85151,1.49585,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769
71,21988.3,1.28693,1.50663,1.55037,0.84386,0.80121,0.88031,0.52252,1.30651,0.84823,1.49253,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
72,22291.2,1.28234,1.49136,1.54611,0.84711,0.80774,0.8817,0.52297,1.30323,0.84433,1.48839,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611
73,22592.4,1.27463,1.48484,1.54221,0.84914,0.80659,0.88193,0.52477,1.30017,0.84027,1.48474,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
74,22897.2,1.26942,1.48227,1.53638,0.84593,0.80966,0.88335,0.52732,1.29753,0.83598,1.48147,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651
75,23199,1.26034,1.47915,1.53287,0.84839,0.81054,0.88431,0.52981,1.29421,0.83266,1.47789,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
76,23504,1.26438,1.47326,1.53264,0.84924,0.80838,0.88373,0.53089,1.29067,0.82961,1.4738,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
77,23807.3,1.25853,1.46819,1.52924,0.85021,0.81225,0.8849,0.5312,1.28773,0.82655,1.47067,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
78,24113.7,1.25472,1.4626,1.52808,0.85447,0.80458,0.8859,0.53118,1.28509,0.82346,1.46743,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695
79,24418.5,1.24936,1.45529,1.52025,0.856,0.80978,0.88709,0.53265,1.28214,0.82027,1.46395,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
80,24722.5,1.243,1.45108,1.51736,0.85267,0.81674,0.88664,0.53345,1.2797,0.81682,1.46121,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873
