epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,1601.74,1.14004,0.8559,1.34498,0.80576,0.83728,0.8676,0.54118,1.32389,0.69668,1.51523,0.000976293,0.000976293,0.000976293
18,1696.7,1.11321,0.83086,1.32992,0.86057,0.77865,0.87561,0.53559,1.31588,0.70306,1.5128,0.000947999,0.000947999,0.000947999
19,1791.01,1.11454,0.80916,1.32463,0.8617,0.79633,0.88014,0.54206,1.30829,0.67436,1.49569,0.000919704,0.000919704,0.000919704
20,1884.99,1.10712,0.81849,1.32475,0.84931,0.78399,0.87522,0.53764,1.29532,0.68142,1.49628,0.00089141,0.00089141,0.00089141
21,1978.84,1.10217,0.79682,1.32021,0.86694,0.79999,0.88311,0.541,1.31518,0.69869,1.50678,0.000863116,0.000863116,0.000863116
22,2072.88,1.0984,0.80178,1.31792,0.86252,0.77918,0.87372,0.54895,1.30403,0.68866,1.47868,0.000834822,0.000834822,0.000834822
23,2165.44,1.09974,0.79302,1.31365,0.85142,0.79517,0.87463,0.55558,1.30333,0.68558,1.50301,0.000806528,0.000806528,0.000806528
24,2258.42,1.08395,0.79357,1.30923,0.85426,0.79378,0.86947,0.54888,1.2828,0.68476,1.4903,0.000778233,0.000778233,0.000778233
25,2353,1.07787,0.77618,1.30189,0.87192,0.81303,0.882,0.54962,1.29015,0.6696,1.48734,0.000749939,0.000749939,0.000749939
26,2447.58,1.06558,0.76644,1.29055,0.86629,0.81065,0.87241,0.53965,1.2953,0.66973,1.49483,0.000721645,0.000721645,0.000721645
27,2540.81,1.06209,0.7756,1.29271,0.86063,0.80601,0.87761,0.55033,1.28843,0.65885,1.49874,0.000693351,0.000693351,0.000693351
28,2634.46,1.04659,0.76688,1.28088,0.84035,0.79614,0.87954,0.55213,1.28716,0.66163,1.49351,0.000665057,0.000665057,0.000665057
29,2729.69,1.04204,0.75727,1.27481,0.86196,0.80468,0.88646,0.55536,1.25978,0.65796,1.46186,0.000636762,0.000636762,0.000636762
30,2822.15,1.04912,0.74783,1.27393,0.85402,0.79773,0.87618,0.55096,1.26273,0.65813,1.47164,0.000608468,0.000608468,0.000608468
31,2915.89,1.03524,0.72922,1.26526,0.84105,0.8303,0.88678,0.5611,1.26887,0.64762,1.47408,0.000580174,0.000580174,0.000580174
32,3009.78,1.0404,0.74516,1.27499,0.8788,0.81061,0.8839,0.56246,1.26846,0.65433,1.48046,0.00055188,0.00055188,0.00055188
33,3104.17,1.02087,0.72882,1.26047,0.83711,0.80824,0.87217,0.54112,1.26421,0.66173,1.48675,0.000523586,0.000523586,0.000523586
34,3198.71,1.01473,0.72758,1.26146,0.84127,0.83003,0.8816,0.56421,1.25035,0.64303,1.46787,0.000495291,0.000495291,0.000495291
35,3292.29,1.0053,0.72684,1.25857,0.8539,0.81593,0.88352,0.56292,1.25406,0.6483,1.47464,0.000466997,0.000466997,0.000466997
36,3386.6,1.00407,0.71456,1.25007,0.86567,0.80347,0.8895,0.56813,1.25149,0.64656,1.46078,0.000438703,0.000438703,0.000438703
37,3480.23,0.99361,0.71606,1.2501,0.87543,0.82414,0.88605,0.56547,1.24531,0.64163,1.47059,0.000410409,0.000410409,0.000410409
38,3574.43,0.98282,0.70218,1.24031,0.87301,0.80879,0.88578,0.57429,1.23799,0.64012,1.46301,0.000382115,0.000382115,0.000382115
39,3668.27,0.9809,0.68606,1.23651,0.87859,0.81183,0.88706,0.56928,1.23285,0.63531,1.46209,0.00035382,0.00035382,0.00035382
40,3760.7,0.98038,0.68738,1.23189,0.88793,0.79714,0.88585,0.56928,1.23244,0.63164,1.46106,0.000325526,0.000325526,0.000325526
41,3869.62,0.95381,0.56384,1.22764,0.88832,0.7965,0.8855,0.57092,1.2327,0.63356,1.4523,0.000297232,0.000297232,0.000297232
42,3963.04,0.93554,0.53495,1.21039,0.8814,0.81117,0.88544,0.57136,1.22947,0.6339,1.45782,0.000268938,0.000268938,0.000268938
43,4056.77,0.92242,0.53333,1.20455,0.88659,0.78788,0.88082,0.57037,1.23131,0.63588,1.45182,0.000240644,0.000240644,0.000240644
44,4150.72,0.91295,0.52942,1.19603,0.86976,0.82104,0.87801,0.56991,1.22759,0.63299,1.45323,0.000212349,0.000212349,0.000212349
45,4245.23,0.90059,0.51608,1.18931,0.88276,0.80803,0.88423,0.56707,1.22359,0.63207,1.45676,0.000184055,0.000184055,0.000184055
46,4338.99,0.89645,0.51823,1.18931,0.87658,0.81442,0.88333,0.57306,1.21756,0.62817,1.44805,0.000155761,0.000155761,0.000155761
47,4432.26,0.89242,0.51473,1.18484,0.88304,0.7996,0.88182,0.57224,1.21348,0.6281,1.44677,0.000127467,0.000127467,0.000127467
48,4526.65,0.8811,0.50187,1.17656,0.8857,0.79982,0.88279,0.57636,1.20924,0.62656,1.44913,9.91726e-05,9.91726e-05,9.91726e-05
49,4620.08,0.87598,0.50023,1.17234,0.86747,0.81493,0.88256,0.57553,1.20925,0.62314,1.44154,7.08784e-05,7.08784e-05,7.08784e-05
50,4712.71,0.87472,0.4978,1.17555,0.87401,0.81857,0.88366,0.57435,1.20842,0.6205,1.44424,4.25842e-05,4.25842e-05,4.25842e-05
